-43.52309039, 172.73261202
-41.01973913, 173.00378119
-45.03179186, 168.66379047
-38.33416594, 175.17562910
-37.63506953, 176.18568465
-39.50931943, 176.88873096
-40.23722815, 175.57090703
-40.29080488, 175.63225890
-37.80895771, 175.28542559
-39.63790043, 176.83641848
-37.69868542, 176.28775997
-41.31211598, 173.23430167
-36.84984559, 174.84222926
-37.76754731, 175.26786000 
-45.86537653, 170.46242349 
-38.68081177, 176.06437866 
-38.58439837, 176.02207464 
-36.92003715, 174.75744553 
-41.29158045, 174.78891421 
-41.21680260, 174.89089331 
-43.53094094, 172.64025419 
-41.29085970, 174.79182036 
-39.04690193, 174.25384834 
-38.14078386, 176.23658017 
-37.80912820, 175.29241615 
-37.20662934, 175.87161736 
-41.52425056, 173.94588021 
-37.69660211, 176.26418568 
-38.23055963, 175.27809263 
-40.34345055, 175.60142523 
-36.84068027, 174.74540016 
-43.53091900, 172.65060045 
-45.88983357, 170.50581610 
-36.70911870, 174.73116828 
-37.71289220, 176.32949934 
-38.67181930, 178.04301954 
-43.51029707, 172.55648544 
-38.94000011, 175.38991146 
-36.98821021, 174.85826913 
-39.90074540, 175.06716816 
-36.85259924, 174.80551889 
-41.32414607, 173.22282579 
-37.69730918, 176.28477376 
-43.52954643, 172.60252967 
-44.39695858, 171.25499522 
-36.94943956, 174.91082561 
-40.62588583, 175.29601096 
-43.15842246, 172.72804546 
-44.38750205, 171.19852897 
-41.29260388, 174.78332919 
-41.28901404, 174.72274575 
-41.31625124, 174.78543111 
-41.26526531, 173.28297402 
-36.87405263, 174.76219138 
-37.03163830, 174.85807916 
-36.86514585, 174.77078142 
-39.51089896, 176.89158646 
-36.74241255, 174.69693876 
-43.56670946, 172.63575685 
-37.66366886, 175.53306796 
-43.76480132, 172.29119893 
-36.84320040, 174.65168103 
-36.89645499, 174.68678727 
-36.63737973, 174.75019699 
-43.52906350, 172.60870815 
-38.68390739, 176.07343002 
-37.76346171, 175.29455814 
-41.11995005, 175.08235493 
-43.52009532, 172.65635474 
-45.86556134, 170.50842278 
-36.77992107, 174.74041297 
-41.11671390, 174.95239375 
-37.67178328, 175.36724746 
-36.63692564, 174.75471644 
-36.86506130, 174.74542749 
-43.52008723, 172.60116882 
-39.94123388, 175.01484162 
-40.90556275, 174.99694727 
-41.31343598, 174.78168676 
-39.63443340, 176.84075787 
-40.35148022, 175.62516359 
-41.28586569, 174.77755719 
-36.73298240, 174.75240999 
-36.58867129, 174.69454969 
-36.91531946, 174.79386348 
-41.26055337, 174.78930874 
-36.88652489, 174.71305013 
-43.54382000, 172.69050816 
-36.86538133, 174.74450370 
-43.62533592, 172.64450104 
-39.66401217, 176.88318362 
-37.20533373, 175.87264972 
-46.24259578, 169.72723003 
-43.56647445, 172.57546529 
-37.69438274, 176.27792095 
-45.82504459, 170.50576467 
-43.49751540, 172.71648449 
-41.27491200, 173.28688426 
-41.32158034, 174.81328356 
-43.50259502, 172.70978094 
-43.56839869, 172.61542547 
-36.84898734, 174.75785863 
-45.86317686, 170.56436482 
-37.70283243, 176.27213604 
-41.35132994, 173.15837836 
-40.37044800, 175.59976665 
-37.89528755, 175.46866955 
-45.87790302, 170.50149205 
-43.51971978, 172.57904748 
-45.85021155, 170.51156879 
-41.13573225, 174.87574357 
-41.22696945, 174.87230027 
-36.66051063, 174.67166636 
-41.30726139, 174.77791120 
-41.30739717, 174.77786711 
-43.52940863, 172.60433739 
-45.85492955, 170.51908696 
-39.64459599, 176.85152626 
-36.87469889, 174.87370064 
-41.29133820, 174.78943306 
-36.90930214, 174.76231739 
-43.77272513, 173.01025626 
-36.86837053, 174.70875188 
-43.52090535, 172.64445901 
-40.32651426, 175.60909550 
-39.05686271, 174.07378991 
-36.82649947, 174.80294318 
-36.85320501, 174.80004858 
-38.64149224, 178.00707675 
-43.58160042, 172.63514687 
-45.85773764, 170.49188430 
-43.54260770, 172.52592219 
-43.51317677, 172.69998100 
-36.85184766, 174.81521398 
-40.36779184, 175.62006153 
-45.10402165, 170.96651282 
-36.87182270, 174.76850112 
-45.86619461, 170.51642110 
-44.38722955, 171.20982396 
-36.82268001, 174.79743843 
-43.52102380, 172.67519466 
-39.06177392, 174.03590755 
-43.54332216, 172.66714049 
-36.75346249, 174.75110599 
-43.50351203, 172.59396719 
-36.77061188, 174.69535299 
-41.29992286, 173.25800407 
-45.08093851, 170.98209628 
-36.76306767, 174.71608026 
-41.27420773, 173.28024255 
-41.35172275, 173.18490557 
-36.89315572, 174.85777948 
-37.87467941, 175.46952728 
-37.19965868, 175.86513496 
-36.95425716, 174.79324919 
-36.73846254, 174.74136895 
-40.35008149, 175.62408504 
-36.85479457, 174.72322136 
-45.87749390, 170.50171658 
-41.13382157, 174.87415228 
-37.75724849, 175.28365148 
-45.86858425, 170.47557414 
-36.89005886, 174.75986620 
-41.23135945, 174.81299566 
-44.37751455, 171.22533380 
-36.78835686, 174.74355111 
-36.89794716, 174.83014275 
